,Content ID,Reaction Type,Datetime,Content Type,Category,Sentiment,Score,Day,Month,Year
2950,a03b3048-776e-4925-a52e-f6b1760a1be4,dislike,2021-03-13 04:54:00,photo,Education,negative,10,Saturday,3,2021
2951,56d13215-1444-49b0-8e17-3a888bcd4e1e,dislike,2020-11-07 09:22:00,GIF,Fitness,negative,10,Saturday,11,2020
2952,56d13215-1444-49b0-8e17-3a888bcd4e1e,dislike,2021-04-19 09:35:00,GIF,Fitness,negative,10,Monday,4,2021
2953,98a7f6b9-8dd3-40c9-8c98-db01b6c80015,dislike,2021-04-13 03:23:00,video,Technology,negative,10,Tuesday,4,2021
2954,a8160135-2d55-4240-8f28-fbee5ec84801,dislike,2021-05-01 09:33:00,video,Studying,negative,10,Saturday,5,2021
2955,a8160135-2d55-4240-8f28-fbee5ec84801,dislike,2020-06-19 04:20:00,video,Studying,negative,10,Friday,6,2020
2956,33696f53-ab7b-4f3e-b3a4-e0e82990339c,dislike,2020-07-21 00:37:00,photo,Fitness,negative,10,Tuesday,7,2020
2957,cafddd25-5653-4219-8dc7-a3eae45ea926,dislike,2020-10-20 05:50:00,video,Fitness,negative,10,Tuesday,10,2020
2958,c24f4499-faae-4ff0-baf1-4be6a9061aa1,dislike,2021-02-27 07:00:00,audio,Animals,negative,10,Saturday,2,2021
2959,c24f4499-faae-4ff0-baf1-4be6a9061aa1,dislike,2020-11-08 16:05:00,audio,Animals,negative,10,Sunday,11,2020
2960,2669dbfc-65d4-4770-a916-e6507f881131,dislike,2020-06-26 23:55:00,photo,Science,negative,10,Friday,6,2020
2961,2669dbfc-65d4-4770-a916-e6507f881131,dislike,2020-07-22 03:37:00,photo,Science,negative,10,Wednesday,7,2020
2962,b529487b-160b-48cd-aacc-2741b18462c6,dislike,2021-05-12 15:11:00,GIF,Studying,negative,10,Wednesday,5,2021
2963,b529487b-160b-48cd-aacc-2741b18462c6,dislike,2020-10-06 01:28:00,GIF,Studying,negative,10,Tuesday,10,2020
2964,e3bfdd7e-d7e2-4717-b780-2fa14f3cf858,dislike,2020-07-27 23:03:00,photo,dogs,negative,10,Monday,7,2020
2965,e3bfdd7e-d7e2-4717-b780-2fa14f3cf858,dislike,2020-07-18 07:49:00,photo,dogs,negative,10,Saturday,7,2020
2966,25c8f882-464d-4465-9ed2-e7f7706c1775,dislike,2021-03-05 11:53:00,audio,Healthy Eating,negative,10,Friday,3,2021
2967,25c8f882-464d-4465-9ed2-e7f7706c1775,dislike,2020-07-16 02:50:00,audio,Healthy Eating,negative,10,Thursday,7,2020
2968,df6e9952-4e2a-488a-bb83-3a7241f30e6f,dislike,2021-05-10 19:51:00,video,Culture,negative,10,Monday,5,2021
2969,df6e9952-4e2a-488a-bb83-3a7241f30e6f,dislike,2021-01-15 05:53:00,video,Culture,negative,10,Friday,1,2021
2970,df6e9952-4e2a-488a-bb83-3a7241f30e6f,dislike,2021-04-22 08:29:00,video,Culture,negative,10,Thursday,4,2021
2971,4789b064-7b3c-4339-bf15-b9e38222930c,dislike,2021-01-12 18:03:00,photo,Education,negative,10,Tuesday,1,2021
2972,77a3ac9f-7607-411f-a280-5431c71e3943,dislike,2020-12-09 01:56:00,audio,tennis,negative,10,Wednesday,12,2020
2973,77a3ac9f-7607-411f-a280-5431c71e3943,dislike,2020-12-23 16:19:00,audio,tennis,negative,10,Wednesday,12,2020
2974,77a3ac9f-7607-411f-a280-5431c71e3943,dislike,2021-04-28 10:53:00,audio,tennis,negative,10,Wednesday,4,2021
2975,edea43f3-1541-4e42-8419-d1cdf749025c,dislike,2021-06-17 07:24:00,photo,cooking,negative,10,Thursday,6,2021
2976,edea43f3-1541-4e42-8419-d1cdf749025c,dislike,2020-07-03 19:08:00,photo,cooking,negative,10,Friday,7,2020
2977,edea43f3-1541-4e42-8419-d1cdf749025c,dislike,2020-10-13 02:13:00,photo,cooking,negative,10,Tuesday,10,2020
2978,4426d1ae-cb98-45cf-8d1d-c176ef755293,dislike,2021-02-12 08:03:00,GIF,Science,negative,10,Friday,2,2021
2979,4426d1ae-cb98-45cf-8d1d-c176ef755293,dislike,2021-03-02 08:17:00,GIF,Science,negative,10,Tuesday,3,2021
2980,4426d1ae-cb98-45cf-8d1d-c176ef755293,dislike,2021-03-08 08:59:00,GIF,Science,negative,10,Monday,3,2021
2981,4426d1ae-cb98-45cf-8d1d-c176ef755293,dislike,2020-09-05 21:12:00,GIF,Science,negative,10,Saturday,9,2020
2982,74989207-b147-4a13-89b8-f0d868dfdf4a,dislike,2020-12-31 23:00:00,audio,Science,negative,10,Thursday,12,2020
2983,74989207-b147-4a13-89b8-f0d868dfdf4a,dislike,2020-12-20 00:03:00,audio,Science,negative,10,Sunday,12,2020
2984,74989207-b147-4a13-89b8-f0d868dfdf4a,dislike,2021-02-10 04:19:00,audio,Science,negative,10,Wednesday,2,2021
2985,9489565a-a899-4693-ad48-369f86b4b862,dislike,2020-12-07 05:45:00,GIF,Studying,negative,10,Monday,12,2020
2986,c056339f-7bc9-487a-85eb-aa7c6da9e5fb,dislike,2020-11-07 04:49:00,video,Veganism,negative,10,Saturday,11,2020
2987,c056339f-7bc9-487a-85eb-aa7c6da9e5fb,dislike,2020-06-28 05:15:00,video,Veganism,negative,10,Sunday,6,2020
2988,c056339f-7bc9-487a-85eb-aa7c6da9e5fb,dislike,2020-09-11 13:52:00,video,Veganism,negative,10,Friday,9,2020
2989,d347afb6-c092-4301-ba7d-4c59d10142cb,dislike,2021-02-02 02:08:00,photo,tennis,negative,10,Tuesday,2,2021
2990,d347afb6-c092-4301-ba7d-4c59d10142cb,dislike,2020-11-08 19:11:00,photo,tennis,negative,10,Sunday,11,2020
2991,d347afb6-c092-4301-ba7d-4c59d10142cb,dislike,2021-01-04 21:24:00,photo,tennis,negative,10,Monday,1,2021
2992,62e3c102-b551-4625-b949-d589babb16d8,dislike,2020-10-13 12:05:00,photo,Soccer,negative,10,Tuesday,10,2020
2993,62e3c102-b551-4625-b949-d589babb16d8,dislike,2020-09-02 17:25:00,photo,Soccer,negative,10,Wednesday,9,2020
2994,37c5a8aa-d239-4b94-ae68-2754825d36ff,dislike,2020-11-05 00:51:00,photo,Public speaking,negative,10,Thursday,11,2020
2995,37c5a8aa-d239-4b94-ae68-2754825d36ff,dislike,2021-05-13 22:18:00,photo,Public speaking,negative,10,Thursday,5,2021
2996,8644e163-704a-4a99-a859-5e07fcfe3879,dislike,2021-03-20 15:40:00,photo,Education,negative,10,Saturday,3,2021
2997,6547f69d-891d-4e1c-bd69-fc8735b8fca8,dislike,2020-11-18 22:30:00,video,Science,negative,10,Wednesday,11,2020
2998,6547f69d-891d-4e1c-bd69-fc8735b8fca8,dislike,2021-05-26 23:25:00,video,Science,negative,10,Wednesday,5,2021
2999,6547f69d-891d-4e1c-bd69-fc8735b8fca8,dislike,2021-01-11 14:12:00,video,Science,negative,10,Monday,1,2021
3000,235a0022-a683-4381-8e9e-aaf75fe90734,dislike,2021-01-30 11:33:00,photo,Fitness,negative,10,Saturday,1,2021
3001,235a0022-a683-4381-8e9e-aaf75fe90734,dislike,2020-08-04 09:43:00,photo,Fitness,negative,10,Tuesday,8,2020
3002,235a0022-a683-4381-8e9e-aaf75fe90734,dislike,2020-10-04 16:57:00,photo,Fitness,negative,10,Sunday,10,2020
3003,21dfb75d-9d98-4627-b074-f4372025d23f,dislike,2020-06-20 14:28:00,GIF,Culture,negative,10,Saturday,6,2020
3004,21dfb75d-9d98-4627-b074-f4372025d23f,dislike,2021-05-11 11:07:00,GIF,Culture,negative,10,Tuesday,5,2021
3005,46ebc5f2-bfe8-4ada-aed3-6265842bd1f3,dislike,2021-02-24 00:38:00,video,Food,negative,10,Wednesday,2,2021
3006,46ebc5f2-bfe8-4ada-aed3-6265842bd1f3,dislike,2020-09-05 00:38:00,video,Food,negative,10,Saturday,9,2020
3007,46ebc5f2-bfe8-4ada-aed3-6265842bd1f3,dislike,2021-04-08 20:59:00,video,Food,negative,10,Thursday,4,2021
3008,b70813e7-8acd-462a-9b13-6d1258030fed,dislike,2020-08-27 06:24:00,video,Animals,negative,10,Thursday,8,2020
3009,03ed0e2b-bd63-4079-8910-62c187526ca0,dislike,2020-11-18 07:36:00,audio,Healthy Eating,negative,10,Wednesday,11,2020
3010,03ed0e2b-bd63-4079-8910-62c187526ca0,dislike,2020-06-22 08:28:00,audio,Healthy Eating,negative,10,Monday,6,2020
3011,5dc325aa-d5d1-4552-9997-cd25b7608be9,dislike,2020-08-02 11:39:00,audio,Healthy Eating,negative,10,Sunday,8,2020
3012,5dc325aa-d5d1-4552-9997-cd25b7608be9,dislike,2020-06-28 04:14:00,audio,Healthy Eating,negative,10,Sunday,6,2020
3013,03344240-df23-421d-b0e3-4fac72fe6cd8,dislike,2021-01-28 17:31:00,video,Fitness,negative,10,Thursday,1,2021
3014,16f8b629-5173-420f-9c8b-577313e9e128,dislike,2020-09-10 15:58:00,video,Healthy Eating,negative,10,Thursday,9,2020
3015,16f8b629-5173-420f-9c8b-577313e9e128,dislike,2021-03-15 12:14:00,video,Healthy Eating,negative,10,Monday,3,2021
3016,24f994fa-51d4-4e5e-bdac-79de67e7afbb,dislike,2020-06-23 23:39:00,video,Food,negative,10,Tuesday,6,2020
3017,24f994fa-51d4-4e5e-bdac-79de67e7afbb,dislike,2020-10-04 04:43:00,video,Food,negative,10,Sunday,10,2020
3018,b9b0dcaa-7b39-4b15-9f75-165ae7aac6b8,dislike,2020-09-23 13:49:00,GIF,Animals,negative,10,Wednesday,9,2020
3019,b9b0dcaa-7b39-4b15-9f75-165ae7aac6b8,dislike,2020-07-20 23:37:00,GIF,Animals,negative,10,Monday,7,2020
3020,f3e9785c-d4e0-4258-a876-4d58ddb38790,dislike,2021-02-16 13:26:00,GIF,Studying,negative,10,Tuesday,2,2021
3021,f3e9785c-d4e0-4258-a876-4d58ddb38790,dislike,2021-02-09 15:59:00,GIF,Studying,negative,10,Tuesday,2,2021
3022,f3e9785c-d4e0-4258-a876-4d58ddb38790,dislike,2020-08-29 22:57:00,GIF,Studying,negative,10,Saturday,8,2020
3023,f3e9785c-d4e0-4258-a876-4d58ddb38790,dislike,2021-02-25 01:31:00,GIF,Studying,negative,10,Thursday,2,2021
3024,bea01dba-56f4-4d26-82a1-9b13fb382d89,dislike,2020-09-10 07:17:00,photo,dogs,negative,10,Thursday,9,2020
3025,8fe92544-5c15-4f77-bc40-c6e4b7d13674,dislike,2021-01-07 00:28:00,GIF,Animals,negative,10,Thursday,1,2021
3026,c61b7ef6-d7ab-41fc-aebc-dc16f256957f,dislike,2021-06-03 10:03:00,GIF,cooking,negative,10,Thursday,6,2021
3027,c61b7ef6-d7ab-41fc-aebc-dc16f256957f,dislike,2020-12-06 05:11:00,GIF,cooking,negative,10,Sunday,12,2020
3028,c61b7ef6-d7ab-41fc-aebc-dc16f256957f,dislike,2021-05-13 07:28:00,GIF,cooking,negative,10,Thursday,5,2021
3029,c61b7ef6-d7ab-41fc-aebc-dc16f256957f,dislike,2021-04-26 18:24:00,GIF,cooking,negative,10,Monday,4,2021
3030,8e0f1d3e-b588-44de-a423-8224eb26aa99,dislike,2021-06-14 09:08:00,audio,Healthy Eating,negative,10,Monday,6,2021
3031,8e0f1d3e-b588-44de-a423-8224eb26aa99,dislike,2020-12-08 03:12:00,audio,Healthy Eating,negative,10,Tuesday,12,2020
3032,a1249a46-6362-4a73-a1e9-3b5d236cdd73,dislike,2021-01-18 18:13:00,GIF,Studying,negative,10,Monday,1,2021
3033,bc06bab7-dbf7-4d7a-81b4-9f76f2f0b87c,dislike,2021-02-10 08:50:00,GIF,Culture,negative,10,Wednesday,2,2021
3034,bc06bab7-dbf7-4d7a-81b4-9f76f2f0b87c,dislike,2021-03-15 14:03:00,GIF,Culture,negative,10,Monday,3,2021
3035,bc06bab7-dbf7-4d7a-81b4-9f76f2f0b87c,dislike,2020-12-25 00:03:00,GIF,Culture,negative,10,Friday,12,2020
3036,58b0f92a-76ae-4521-a223-2b117f4f4e70,dislike,2021-01-11 22:53:00,video,dogs,negative,10,Monday,1,2021
3037,9c8f1389-d04e-4a55-a2f5-1612539b70a7,dislike,2021-01-10 13:58:00,audio,Technology,negative,10,Sunday,1,2021
3038,9c8f1389-d04e-4a55-a2f5-1612539b70a7,dislike,2021-01-14 14:01:00,audio,Technology,negative,10,Thursday,1,2021
3039,9c8f1389-d04e-4a55-a2f5-1612539b70a7,dislike,2020-08-23 17:38:00,audio,Technology,negative,10,Sunday,8,2020
3040,98d99f96-c8f9-4075-a3c8-f7aceb7e3bd2,dislike,2020-07-10 12:20:00,photo,Technology,negative,10,Friday,7,2020
3041,98d99f96-c8f9-4075-a3c8-f7aceb7e3bd2,dislike,2021-03-26 22:25:00,photo,Technology,negative,10,Friday,3,2021
3042,98d99f96-c8f9-4075-a3c8-f7aceb7e3bd2,dislike,2021-04-18 18:18:00,photo,Technology,negative,10,Sunday,4,2021
3043,98d99f96-c8f9-4075-a3c8-f7aceb7e3bd2,dislike,2020-08-25 04:01:00,photo,Technology,negative,10,Tuesday,8,2020
3044,98d99f96-c8f9-4075-a3c8-f7aceb7e3bd2,dislike,2021-05-20 08:14:00,photo,Technology,negative,10,Thursday,5,2021
3045,26c02731-b5d8-4ad3-99a2-5e589e107937,dislike,2021-05-04 23:34:00,video,Studying,negative,10,Tuesday,5,2021
3046,998194db-5706-4b01-9565-7c7e7d4ea5f5,dislike,2020-11-01 01:57:00,audio,cooking,negative,10,Sunday,11,2020
3047,998194db-5706-4b01-9565-7c7e7d4ea5f5,dislike,2020-12-31 19:10:00,audio,cooking,negative,10,Thursday,12,2020
3048,54e29395-9eba-4945-abee-cad58cbab090,dislike,2020-08-09 21:32:00,video,Science,negative,10,Sunday,8,2020
3049,c13e7406-c610-4721-b80d-2b5ad533e90a,dislike,2020-06-25 12:39:00,GIF,cooking,negative,10,Thursday,6,2020
3050,a973290c-989a-44d2-afb9-9b4bf16cc17f,dislike,2021-05-09 19:27:00,video,tennis,negative,10,Sunday,5,2021
3051,a287c7ad-f5c8-4d87-940b-b7b24e2b42ac,dislike,2021-02-19 09:25:00,video,Fitness,negative,10,Friday,2,2021
3052,a287c7ad-f5c8-4d87-940b-b7b24e2b42ac,dislike,2020-07-26 00:16:00,video,Fitness,negative,10,Sunday,7,2020
3053,a287c7ad-f5c8-4d87-940b-b7b24e2b42ac,dislike,2021-01-12 15:26:00,video,Fitness,negative,10,Tuesday,1,2021
3054,a287c7ad-f5c8-4d87-940b-b7b24e2b42ac,dislike,2020-09-23 04:24:00,video,Fitness,negative,10,Wednesday,9,2020
3055,89cb4504-fccd-40f4-945e-410f74ee4735,dislike,2020-09-30 22:28:00,photo,Animals,negative,10,Wednesday,9,2020
3056,89cb4504-fccd-40f4-945e-410f74ee4735,dislike,2021-01-04 06:39:00,photo,Animals,negative,10,Monday,1,2021
3057,67766c84-7d8d-46e2-b2e8-8b0f8dc27193,dislike,2021-01-14 13:27:00,photo,Veganism,negative,10,Thursday,1,2021
3058,67766c84-7d8d-46e2-b2e8-8b0f8dc27193,dislike,2020-06-20 19:53:00,photo,Veganism,negative,10,Saturday,6,2020
3059,67766c84-7d8d-46e2-b2e8-8b0f8dc27193,dislike,2020-10-16 17:47:00,photo,Veganism,negative,10,Friday,10,2020
3060,67766c84-7d8d-46e2-b2e8-8b0f8dc27193,dislike,2021-01-21 23:13:00,photo,Veganism,negative,10,Thursday,1,2021
3061,67766c84-7d8d-46e2-b2e8-8b0f8dc27193,dislike,2021-02-16 08:48:00,photo,Veganism,negative,10,Tuesday,2,2021
3062,331fad49-0e33-4676-8e2d-51ec52e86625,dislike,2020-06-25 17:35:00,audio,Education,negative,10,Thursday,6,2020
3063,331fad49-0e33-4676-8e2d-51ec52e86625,dislike,2021-04-09 06:56:00,audio,Education,negative,10,Friday,4,2021
3064,c54b49c4-b1f2-4641-8595-1cbd19937845,dislike,2020-08-18 01:28:00,photo,Science,negative,10,Tuesday,8,2020
3065,c54b49c4-b1f2-4641-8595-1cbd19937845,dislike,2020-10-28 05:40:00,photo,Science,negative,10,Wednesday,10,2020
3066,c54b49c4-b1f2-4641-8595-1cbd19937845,dislike,2021-02-02 00:11:00,photo,Science,negative,10,Tuesday,2,2021
3067,435007a5-6261-4d8b-b0a4-55fdc189754b,dislike,2020-07-31 05:16:00,audio,Veganism,negative,10,Friday,7,2020
3068,4e4c9690-c013-4ee7-9e66-943d8cbd27b7,dislike,2020-07-22 08:08:00,GIF,Culture,negative,10,Wednesday,7,2020
3069,4e4c9690-c013-4ee7-9e66-943d8cbd27b7,dislike,2021-05-24 01:44:00,GIF,Culture,negative,10,Monday,5,2021
3070,4e4c9690-c013-4ee7-9e66-943d8cbd27b7,dislike,2021-03-03 17:50:00,GIF,Culture,negative,10,Wednesday,3,2021
3071,4e4c9690-c013-4ee7-9e66-943d8cbd27b7,dislike,2021-05-08 11:47:00,GIF,Culture,negative,10,Saturday,5,2021
3072,75d6b589-7fae-4a6d-b0d0-752845150e56,dislike,2021-01-26 05:08:00,audio,Technology,negative,10,Tuesday,1,2021
3073,75d6b589-7fae-4a6d-b0d0-752845150e56,dislike,2020-06-27 09:46:00,audio,Technology,negative,10,Saturday,6,2020
3074,97522e57-d9ab-4bd6-97bf-c24d952602d2,scared,2021-04-18 05:13:00,photo,Studying,negative,15,Sunday,4,2021
3075,97522e57-d9ab-4bd6-97bf-c24d952602d2,scared,2020-11-02 06:28:00,photo,Studying,negative,15,Monday,11,2020
3076,97522e57-d9ab-4bd6-97bf-c24d952602d2,scared,2020-09-03 18:51:00,photo,Studying,negative,15,Thursday,9,2020
3077,97522e57-d9ab-4bd6-97bf-c24d952602d2,scared,2021-04-20 23:48:00,photo,Studying,negative,15,Tuesday,4,2021
3078,97522e57-d9ab-4bd6-97bf-c24d952602d2,scared,2020-09-29 16:00:00,photo,Studying,negative,15,Tuesday,9,2020
3079,9f737e0a-3cdd-4d29-9d24-753f4e3be810,scared,2021-02-11 04:53:00,photo,Healthy Eating,negative,15,Thursday,2,2021
3080,230c4e4d-70c3-461d-b42c-ec09396efb3f,scared,2020-09-20 08:48:00,photo,Healthy Eating,negative,15,Sunday,9,2020
3081,230c4e4d-70c3-461d-b42c-ec09396efb3f,scared,2020-12-11 14:08:00,photo,Healthy Eating,negative,15,Friday,12,2020
3082,356fff80-da4d-4785-9f43-bc1261031dc6,scared,2020-10-15 09:11:00,photo,Technology,negative,15,Thursday,10,2020
3083,01ab84dd-6364-4236-abbb-3f237db77180,scared,2021-05-24 18:03:00,video,Food,negative,15,Monday,5,2021
3084,3f8590c7-6ab2-4973-805a-90cdec355f05,scared,2020-08-02 06:20:00,video,dogs,negative,15,Sunday,8,2020
3085,3f8590c7-6ab2-4973-805a-90cdec355f05,scared,2021-03-02 22:47:00,video,dogs,negative,15,Tuesday,3,2021
3086,3f8590c7-6ab2-4973-805a-90cdec355f05,scared,2020-12-27 17:04:00,video,dogs,negative,15,Sunday,12,2020
3087,3f8590c7-6ab2-4973-805a-90cdec355f05,scared,2021-02-11 03:51:00,video,dogs,negative,15,Thursday,2,2021
3088,3f8590c7-6ab2-4973-805a-90cdec355f05,scared,2020-11-25 13:01:00,video,dogs,negative,15,Wednesday,11,2020
3089,b18cb63f-4c8e-44ee-a47f-541e95191d11,scared,2021-03-04 02:46:00,photo,Public speaking,negative,15,Thursday,3,2021
3090,b18cb63f-4c8e-44ee-a47f-541e95191d11,scared,2021-01-21 07:08:00,photo,Public speaking,negative,15,Thursday,1,2021
3091,b18cb63f-4c8e-44ee-a47f-541e95191d11,scared,2021-01-31 13:48:00,photo,Public speaking,negative,15,Sunday,1,2021
3092,b18cb63f-4c8e-44ee-a47f-541e95191d11,scared,2021-01-07 18:39:00,photo,Public speaking,negative,15,Thursday,1,2021
3093,b18cb63f-4c8e-44ee-a47f-541e95191d11,scared,2021-04-15 13:50:00,photo,Public speaking,negative,15,Thursday,4,2021
3094,b18cb63f-4c8e-44ee-a47f-541e95191d11,scared,2020-11-07 00:47:00,photo,Public speaking,negative,15,Saturday,11,2020
3095,5118e9c5-1377-4cc5-a486-65b35b7b7b76,scared,2020-10-31 21:46:00,GIF,Science,negative,15,Saturday,10,2020
3096,5118e9c5-1377-4cc5-a486-65b35b7b7b76,scared,2021-04-21 00:21:00,GIF,Science,negative,15,Wednesday,4,2021
3097,0be59876-d70c-486c-8e0b-a06bef7a2cd6,scared,2021-03-29 19:03:00,GIF,tennis,negative,15,Monday,3,2021
3098,0be59876-d70c-486c-8e0b-a06bef7a2cd6,scared,2020-07-29 10:40:00,GIF,tennis,negative,15,Wednesday,7,2020
3099,81abd65a-3b76-4574-a0a7-db6bf7184ae2,scared,2020-11-04 21:06:00,video,Food,negative,15,Wednesday,11,2020
3100,81abd65a-3b76-4574-a0a7-db6bf7184ae2,scared,2020-08-24 13:48:00,video,Food,negative,15,Monday,8,2020
3101,81abd65a-3b76-4574-a0a7-db6bf7184ae2,scared,2021-01-07 02:48:00,video,Food,negative,15,Thursday,1,2021
3102,81abd65a-3b76-4574-a0a7-db6bf7184ae2,scared,2021-02-19 00:55:00,video,Food,negative,15,Friday,2,2021
3103,81abd65a-3b76-4574-a0a7-db6bf7184ae2,scared,2020-10-14 14:55:00,video,Food,negative,15,Wednesday,10,2020
3104,a2e93b29-9259-4092-a4d7-62d5e823bb74,scared,2020-10-16 22:41:00,video,Public speaking,negative,15,Friday,10,2020
3105,a2e93b29-9259-4092-a4d7-62d5e823bb74,scared,2020-10-07 01:24:00,video,Public speaking,negative,15,Wednesday,10,2020
3106,a2e93b29-9259-4092-a4d7-62d5e823bb74,scared,2021-01-11 16:13:00,video,Public speaking,negative,15,Monday,1,2021
3107,a2e93b29-9259-4092-a4d7-62d5e823bb74,scared,2021-05-21 09:25:00,video,Public speaking,negative,15,Friday,5,2021
3108,9b3a6d30-48e8-476c-82be-9031524bd04d,scared,2021-02-20 00:07:00,video,Food,negative,15,Saturday,2,2021
3109,9b3a6d30-48e8-476c-82be-9031524bd04d,scared,2020-08-31 05:22:00,video,Food,negative,15,Monday,8,2020
3110,9b3a6d30-48e8-476c-82be-9031524bd04d,scared,2020-10-08 08:38:00,video,Food,negative,15,Thursday,10,2020
3111,850fe90d-47d6-4eb7-b9c8-810afcb99ce9,scared,2021-06-07 12:44:00,video,tennis,negative,15,Monday,6,2021
3112,850fe90d-47d6-4eb7-b9c8-810afcb99ce9,scared,2020-11-20 19:09:00,video,tennis,negative,15,Friday,11,2020
3113,850fe90d-47d6-4eb7-b9c8-810afcb99ce9,scared,2021-05-16 13:24:00,video,tennis,negative,15,Sunday,5,2021
3114,850fe90d-47d6-4eb7-b9c8-810afcb99ce9,scared,2020-12-20 16:12:00,video,tennis,negative,15,Sunday,12,2020
3115,baa2db00-81ba-4c34-b17d-dd950bfa133b,scared,2020-08-05 16:00:00,GIF,Soccer,negative,15,Wednesday,8,2020
3116,baa2db00-81ba-4c34-b17d-dd950bfa133b,scared,2020-07-21 16:09:00,GIF,Soccer,negative,15,Tuesday,7,2020
3117,f98dde71-ce1d-4f6c-bb05-ae05779d2207,scared,2021-05-18 09:28:00,GIF,Soccer,negative,15,Tuesday,5,2021
3118,388bd9db-9d10-4f47-87c4-6db46e83bc95,scared,2021-03-31 01:01:00,video,Education,negative,15,Wednesday,3,2021
3119,78d0075f-895c-4a15-a35c-a921e2bb2cea,scared,2020-12-13 15:10:00,photo,Studying,negative,15,Sunday,12,2020
3120,78d0075f-895c-4a15-a35c-a921e2bb2cea,scared,2021-03-17 08:39:00,photo,Studying,negative,15,Wednesday,3,2021
3121,78d0075f-895c-4a15-a35c-a921e2bb2cea,scared,2020-12-18 00:13:00,photo,Studying,negative,15,Friday,12,2020
3122,78d0075f-895c-4a15-a35c-a921e2bb2cea,scared,2020-10-11 09:52:00,photo,Studying,negative,15,Sunday,10,2020
3123,78d0075f-895c-4a15-a35c-a921e2bb2cea,scared,2021-06-02 06:53:00,photo,Studying,negative,15,Wednesday,6,2021
3124,a4067fb5-3ba8-4f97-87c2-ddad5e4029c2,scared,2020-08-14 19:14:00,GIF,Food,negative,15,Friday,8,2020
3125,a4067fb5-3ba8-4f97-87c2-ddad5e4029c2,scared,2020-12-31 09:10:00,GIF,Food,negative,15,Thursday,12,2020
3126,809b41e3-7a6f-4d80-84bf-f8d7b0e2d0e1,scared,2021-05-23 04:00:00,audio,dogs,negative,15,Sunday,5,2021
3127,34a3747a-0b77-42f6-ae19-87c38b94b674,scared,2021-01-31 14:19:00,GIF,Science,negative,15,Sunday,1,2021
3128,2920dccb-e06f-49fc-8049-b6d4164dfe84,scared,2020-12-07 11:41:00,GIF,Veganism,negative,15,Monday,12,2020
3129,2920dccb-e06f-49fc-8049-b6d4164dfe84,scared,2021-04-10 18:40:00,GIF,Veganism,negative,15,Saturday,4,2021
3130,f4e3840e-bb71-40c2-afc5-9408d842646d,scared,2020-08-18 11:34:00,photo,Healthy Eating,negative,15,Tuesday,8,2020
3131,74718bbf-e5a3-442f-8ca2-4a3428757fc1,scared,2021-06-08 21:29:00,video,dogs,negative,15,Tuesday,6,2021
3132,74718bbf-e5a3-442f-8ca2-4a3428757fc1,scared,2020-10-07 09:16:00,video,dogs,negative,15,Wednesday,10,2020
3133,eec5e521-4c28-4e8a-93a9-d544803fad7e,scared,2021-03-25 14:56:00,audio,Food,negative,15,Thursday,3,2021
3134,eec5e521-4c28-4e8a-93a9-d544803fad7e,scared,2020-08-18 09:56:00,audio,Food,negative,15,Tuesday,8,2020
3135,07f88a73-aef2-45fd-8b5d-418e448b853d,scared,2021-05-24 20:32:00,GIF,Animals,negative,15,Monday,5,2021
3136,49367a0f-1fd5-4417-a7c9-4a154e1ae0ad,scared,2021-02-26 21:35:00,photo,Technology,negative,15,Friday,2,2021
3137,49367a0f-1fd5-4417-a7c9-4a154e1ae0ad,scared,2021-02-24 17:09:00,photo,Technology,negative,15,Wednesday,2,2021
3138,49367a0f-1fd5-4417-a7c9-4a154e1ae0ad,scared,2021-06-05 11:48:00,photo,Technology,negative,15,Saturday,6,2021
3139,49367a0f-1fd5-4417-a7c9-4a154e1ae0ad,scared,2020-08-21 20:14:00,photo,Technology,negative,15,Friday,8,2020
3140,457301ee-3e87-40d8-8b82-ea4e1fa90e39,scared,2021-02-05 02:00:00,GIF,Healthy Eating,negative,15,Friday,2,2021
3141,457301ee-3e87-40d8-8b82-ea4e1fa90e39,scared,2021-02-01 07:58:00,GIF,Healthy Eating,negative,15,Monday,2,2021
3142,457301ee-3e87-40d8-8b82-ea4e1fa90e39,scared,2021-02-17 18:29:00,GIF,Healthy Eating,negative,15,Wednesday,2,2021
3143,4fa14453-7b29-4302-b51f-9aa23b472c1b,scared,2020-10-30 06:51:00,audio,Animals,negative,15,Friday,10,2020
3144,ab4c4756-1c50-4136-bad9-3216e01ffac2,scared,2020-08-17 10:28:00,audio,Fitness,negative,15,Monday,8,2020
3145,34f73132-fff6-4f01-a5ec-4b4b66461fc7,scared,2020-09-10 17:30:00,photo,Fitness,negative,15,Thursday,9,2020
3146,34f73132-fff6-4f01-a5ec-4b4b66461fc7,scared,2020-08-03 03:42:00,photo,Fitness,negative,15,Monday,8,2020
3147,34f73132-fff6-4f01-a5ec-4b4b66461fc7,scared,2021-03-23 06:54:00,photo,Fitness,negative,15,Tuesday,3,2021
3148,34f73132-fff6-4f01-a5ec-4b4b66461fc7,scared,2020-10-10 05:06:00,photo,Fitness,negative,15,Saturday,10,2020
3149,bfa4e11c-9d72-49b9-bd43-49d95c2e5181,scared,2021-05-29 05:32:00,photo,Veganism,negative,15,Saturday,5,2021
3150,bfa4e11c-9d72-49b9-bd43-49d95c2e5181,scared,2020-11-12 18:44:00,photo,Veganism,negative,15,Thursday,11,2020
